tidak -1
tidak -1
tidak -1
tidak pernah -1
tidak ada -1
atau -1
tidak ada -1
tidak ada seorang pun -1
tidak ada tempat -1
tidak ada apa-apa -1
tidak bisa -1
tanpa -1
tidak ada + satu -1
tidak+cara -1
tidak+mungkin+-1
tidak+hanya -1
tidak+hanya -1
jika+tidak -1
tidak+ada+yang+bisa+didapatkan+dengan+-1
tidak+ada+yang+didapatkan+dengan+-1
kecil -1
kegagalan+dari -1
kegagalan+ke -1
tidak+alasan+untuk -1
tidak+alasan+ke -1
gagal+ke -1
gagal+ke -1
gagal+ke -1
hilang -1
kalah -1
kalah -1
menolak+ke -1
menolak+ke -1
menolak+ke -1
ditolak -1
tolak -1
menyangkal -1
kekurangan -1
kekurangan+-1
kekurangan -1
kekurangan -1
penghinaan+ke -1
dipaksa+ke -1
dengan+biaya+-1
membunuh+-1
pelanggar+dari -1
melanggar -1
melanggar -1
dilanggar -1
melanggar -1
pelanggaran+dari -1
ancaman+ke -1
mengancam -1
lupa -1
lupa -1
lupa -1
lupa -1
kerusakan -1
merusak -1
rusak -1
kerusakan -1
penyalahgunaan -1
penyalahgunaan+-1
penyalahgunaan -1
disalahgunakan -1
menyalahgunakan -1
gangguan+dari -1
hancurkan -1
menghancurkan -1
hancur -1
menghancurkan -1
berkurang -1
menurun -1
kejahatan+terhadap -1
mereda -1
mereda -1
berkurang -1
membunuh -1
tanpa+gagal -1
tidak layak -1
tidak mungkin -1
yang disebut -1
dua sisi -1
keras+ke -1
tidak+peduli+dengan -1
tidak+peduli+tentang -1
tidak+peduli+dengan -1
tidak+peduli+tentang -1
jangan -1
tidak+peduli+tentang -1
tidak+peduli+dengan -1
